Year,Month,Manufacturer,Model,Sales,Region
2011,March,Toyota,Hatchback,1567,Kanto
2020,May,Nissan,Hatchback,2398,Kansai
2013,January,Mazda,SUV,4763,Tohoku
2010,December,Subaru,Convertible,3144,Chubu
2016,March,Honda,Sedan,1443,Kanto
2023,May,Subaru,Truck,4533,Kanto
2019,February,Nissan,Hatchback,4592,Chubu
2013,January,Toyota,Sedan,3225,Tohoku
2021,September,Toyota,Convertible,3306,Chubu
2016,June,Mazda,Sedan,3664,Kansai
2012,January,Nissan,Hatchback,4679,Hokkaido
2014,July,Mazda,Hatchback,1940,Kyushu
2024,October,Subaru,SUV,2932,Tohoku
2013,June,Subaru,Truck,1636,Kanto
2020,September,Subaru,SUV,3628,Shikoku
2016,September,Toyota,SUV,3950,Tohoku
2020,March,Mazda,Sedan,3895,Chubu
2017,July,Toyota,Truck,2019,Chugoku
2012,July,Toyota,Sedan,3852,Hokkaido
2015,September,Subaru,Truck,2208,Shikoku
2024,October,Honda,Sedan,1203,Kanto
2011,March,Toyota,Sedan,3932,Kansai
2020,December,Nissan,Convertible,2356,Kansai
2019,January,Subaru,SUV,1302,Kansai
2013,January,Honda,Hatchback,2630,Shikoku
2017,February,Mazda,SUV,1980,Kanto
2014,August,Toyota,Truck,1280,Hokkaido
2014,August,Toyota,Truck,4000,Kyushu
2021,July,Mazda,Convertible,3165,Tohoku
2020,August,Nissan,Truck,4955,Kanto
2019,December,Subaru,SUV,3650,Hokkaido
2013,January,Toyota,Hatchback,4457,Tohoku
2023,February,Mazda,SUV,3494,Shikoku
2016,February,Subaru,Truck,3546,Hokkaido
2023,October,Nissan,Hatchback,3562,Kyushu
2024,January,Mazda,Convertible,4058,Kanto
2020,July,Honda,Convertible,1982,Tohoku
2014,May,Mazda,Sedan,3631,Kansai
2020,August,Toyota,Convertible,1506,Chubu
2016,September,Nissan,Sedan,4522,Chugoku
2016,May,Honda,Convertible,1103,Kyushu
2021,November,Toyota,Truck,2616,Kyushu
2021,January,Honda,Hatchback,2263,Kyushu
2023,April,Nissan,Truck,4841,Shikoku
2018,January,Subaru,Truck,2979,Kansai
2020,December,Nissan,Sedan,1338,Chugoku
2011,October,Subaru,Truck,2606,Chugoku
2015,August,Honda,Truck,4248,Kansai
2012,September,Nissan,Sedan,3517,Tohoku
2023,September,Honda,Convertible,2789,Shikoku
2010,April,Subaru,Truck,2755,Tohoku
2021,April,Toyota,SUV,4499,Hokkaido
2013,December,Honda,Convertible,2030,Kanto
2021,May,Subaru,SUV,1929,Chubu
2013,April,Subaru,SUV,3980,Hokkaido
2021,April,Subaru,Truck,4313,Tohoku
2017,August,Toyota,SUV,1985,Chugoku
2017,May,Subaru,Hatchback,3741,Chugoku
2019,November,Honda,SUV,1909,Hokkaido
2017,June,Toyota,Hatchback,2668,Chubu
2021,July,Nissan,SUV,3809,Hokkaido
2021,June,Mazda,Hatchback,1252,Tohoku
2013,August,Subaru,Hatchback,4473,Shikoku
2016,October,Nissan,SUV,3902,Kyushu
2019,June,Nissan,Sedan,2298,Shikoku
2022,October,Nissan,Truck,4382,Chubu
2022,April,Subaru,SUV,4623,Chubu
2019,November,Subaru,Hatchback,1776,Chubu
2010,July,Subaru,Convertible,2654,Kansai
2020,February,Honda,Convertible,3942,Tohoku
2013,October,Toyota,SUV,3893,Chugoku
2012,September,Honda,SUV,2006,Chubu
2015,January,Subaru,Sedan,1812,Kansai
2021,August,Subaru,Convertible,4454,Shikoku
2012,January,Honda,Sedan,1455,Shikoku
2022,August,Toyota,Sedan,4974,Kyushu
2023,November,Mazda,Truck,4721,Chubu
2016,April,Mazda,Truck,2108,Chubu
2017,August,Toyota,Hatchback,4519,Kyushu
2016,January,Nissan,SUV,2893,Kansai
2011,October,Toyota,Truck,2757,Shikoku
2021,January,Honda,Hatchback,4925,Kyushu
2013,June,Honda,SUV,3273,Hokkaido
2015,August,Nissan,SUV,2249,Chugoku
2024,September,Honda,Sedan,4814,Tohoku
2015,April,Subaru,Convertible,2671,Kansai
2015,July,Mazda,Sedan,4525,Hokkaido
2023,November,Mazda,Truck,4156,Chubu
2021,October,Honda,Convertible,1407,Chugoku
2023,November,Nissan,Hatchback,2157,Tohoku
2015,May,Subaru,Truck,3836,Chugoku
2021,October,Subaru,Hatchback,4683,Chugoku
2013,August,Honda,Hatchback,3534,Shikoku
2021,February,Toyota,Truck,3126,Kansai
2013,April,Nissan,Convertible,4438,Hokkaido
2020,May,Toyota,Sedan,1245,Tohoku
2024,May,Nissan,Hatchback,4459,Chubu
2024,May,Honda,Truck,1356,Kanto
2018,May,Honda,Truck,3968,Chubu
2015,October,Subaru,Sedan,4068,Chubu
2024,July,Subaru,SUV,3124,Chugoku
2023,April,Toyota,Hatchback,4793,Chubu
2018,November,Honda,Sedan,2391,Kanto
2017,August,Honda,Convertible,2894,Shikoku
2022,February,Mazda,Hatchback,4441,Shikoku
2018,July,Toyota,Hatchback,3511,Kanto
2013,April,Mazda,Convertible,3784,Chubu
2019,July,Toyota,Convertible,4199,Shikoku
2021,June,Subaru,Convertible,1961,Kansai
2010,August,Mazda,Convertible,3683,Chugoku
2022,July,Mazda,Convertible,4247,Tohoku
2012,May,Honda,Sedan,2035,Chugoku
2012,April,Subaru,Truck,1287,Chubu
2016,August,Mazda,Convertible,2681,Kansai
2013,September,Honda,Hatchback,3775,Hokkaido
2018,May,Honda,SUV,2560,Shikoku
2013,September,Honda,SUV,4564,Chubu
2013,March,Subaru,SUV,3568,Tohoku
2014,February,Toyota,Sedan,4003,Kyushu
2013,November,Subaru,Convertible,2639,Chugoku
2017,November,Mazda,Truck,1347,Shikoku
2022,August,Nissan,Truck,3552,Shikoku
2015,April,Nissan,Truck,3715,Kyushu
2017,December,Subaru,Sedan,1160,Kansai
2016,October,Mazda,SUV,1721,Chubu
2021,November,Honda,SUV,1447,Kanto
2011,February,Honda,Hatchback,2525,Chugoku
2019,May,Honda,Convertible,2548,Tohoku
2010,January,Toyota,Convertible,1350,Chubu
2017,January,Mazda,Truck,1462,Hokkaido
2012,March,Subaru,SUV,1679,Kyushu
2020,October,Subaru,Truck,1927,Kansai
2016,November,Mazda,Truck,4239,Chugoku
2022,July,Nissan,SUV,3512,Kyushu
2014,October,Mazda,Convertible,4109,Kyushu
2024,March,Subaru,Sedan,1843,Kanto
2021,February,Nissan,Hatchback,1731,Kansai
2015,September,Toyota,SUV,1245,Kyushu
2017,January,Honda,Convertible,1416,Kansai
2014,December,Mazda,Truck,2560,Shikoku
2016,April,Toyota,Sedan,3201,Chugoku
2020,July,Subaru,Truck,4360,Kanto
2018,March,Nissan,SUV,2277,Kanto
2019,September,Mazda,Truck,3227,Kanto
2024,April,Honda,Convertible,3560,Shikoku
2018,January,Honda,Truck,3648,Hokkaido
2023,December,Nissan,SUV,4577,Kansai
2023,April,Honda,Hatchback,2314,Tohoku
2020,October,Subaru,Sedan,4626,Kansai
2013,May,Toyota,Hatchback,2940,Kyushu
2023,October,Toyota,SUV,4010,Kansai
2014,May,Nissan,Convertible,4045,Kansai
2024,December,Mazda,Sedan,3271,Chubu
2010,August,Mazda,Sedan,4695,Chubu
2013,July,Mazda,Truck,3839,Kanto
2014,March,Subaru,SUV,4834,Kansai
2023,March,Toyota,Truck,2278,Hokkaido
2015,July,Mazda,Truck,1940,Chugoku
2011,December,Toyota,Sedan,2302,Chugoku
2023,October,Nissan,Truck,3170,Chubu
2015,August,Toyota,Convertible,1173,Chubu
2019,November,Toyota,Hatchback,1247,Chugoku
2020,January,Toyota,Hatchback,4310,Tohoku
2024,January,Mazda,Convertible,4255,Kansai
2022,April,Toyota,SUV,4049,Tohoku
2023,March,Subaru,Convertible,4414,Kanto
2013,December,Subaru,Sedan,3797,Chubu
2019,November,Toyota,Convertible,3948,Chugoku
2018,November,Nissan,Hatchback,4316,Kanto
2021,December,Mazda,Truck,2350,Tohoku
2020,November,Mazda,Sedan,1733,Tohoku
2024,March,Toyota,Truck,4061,Kansai
2015,November,Subaru,SUV,3838,Chubu
2015,February,Nissan,Hatchback,4050,Tohoku
2019,September,Toyota,SUV,2161,Chubu
2015,April,Toyota,Sedan,4742,Chubu
2010,November,Mazda,SUV,1995,Chubu
2011,May,Mazda,Truck,3480,Chugoku
2019,May,Toyota,Hatchback,1468,Kyushu
2015,July,Subaru,Truck,3036,Chubu
2015,February,Subaru,SUV,1093,Chugoku
2021,September,Nissan,Convertible,3375,Hokkaido
2013,August,Mazda,Sedan,2592,Chubu
2019,August,Nissan,Hatchback,4375,Kansai
2021,October,Honda,SUV,1377,Kansai
2013,November,Honda,Convertible,1756,Kanto
2012,October,Toyota,Truck,2192,Tohoku
2013,May,Honda,Convertible,1482,Hokkaido
2018,June,Subaru,Convertible,2443,Hokkaido
2020,November,Nissan,Convertible,4226,Chugoku
2019,November,Honda,Truck,1016,Hokkaido
2018,September,Nissan,SUV,2779,Kansai
2024,August,Subaru,Sedan,2723,Chugoku
2024,October,Nissan,Convertible,2587,Hokkaido
2010,September,Mazda,Sedan,2795,Kansai
2019,April,Toyota,Convertible,2514,Kyushu
2023,October,Toyota,Truck,4516,Kansai
2021,April,Mazda,Hatchback,1535,Chubu
2016,January,Honda,Sedan,3405,Kanto
2024,November,Mazda,SUV,3043,Kansai
2022,November,Honda,Truck,1567,Kyushu
2011,November,Nissan,Truck,1774,Kyushu
2020,June,Honda,Sedan,2209,Tohoku
2018,April,Mazda,Sedan,1097,Shikoku
2015,December,Mazda,SUV,2254,Chubu
2023,July,Nissan,Sedan,2505,Shikoku
2019,July,Toyota,Truck,4626,Hokkaido
2016,August,Toyota,Hatchback,1206,Kanto
2022,March,Toyota,Truck,4203,Hokkaido
2020,February,Honda,Sedan,4455,Kansai
2024,September,Honda,Convertible,4648,Tohoku
2010,December,Subaru,Hatchback,2819,Chubu
2012,February,Toyota,SUV,1894,Tohoku
2018,June,Subaru,Truck,1734,Hokkaido
2017,November,Toyota,Sedan,3921,Kansai
2013,August,Toyota,Truck,2385,Kyushu
2018,June,Honda,Hatchback,3065,Chugoku
2023,December,Toyota,Convertible,3506,Kansai
2014,December,Toyota,Sedan,1484,Tohoku
2014,October,Subaru,Hatchback,2364,Kanto
2010,July,Subaru,Hatchback,2933,Hokkaido
2015,August,Honda,Sedan,4608,Shikoku
2021,September,Honda,Hatchback,4762,Kanto
2024,January,Honda,SUV,3473,Kanto
2017,February,Honda,Sedan,3255,Chugoku
2023,February,Mazda,Hatchback,1620,Tohoku
2011,December,Nissan,Hatchback,2669,Tohoku
2011,June,Honda,Hatchback,2560,Chubu
2020,October,Honda,Truck,1074,Kanto
2014,December,Subaru,Sedan,1003,Kansai
2019,January,Toyota,Convertible,2987,Chugoku
2017,February,Honda,Truck,2063,Shikoku
2015,March,Honda,SUV,3811,Chugoku
2014,November,Toyota,Truck,2576,Kanto
2017,May,Nissan,Hatchback,1336,Chugoku
2020,February,Honda,Convertible,3697,Kyushu
2021,January,Mazda,Truck,2893,Tohoku
2021,May,Mazda,SUV,1086,Kansai
2024,August,Mazda,Hatchback,1343,Chugoku
2015,February,Mazda,Hatchback,2581,Chugoku
2023,December,Toyota,SUV,1043,Kyushu
2010,June,Mazda,Hatchback,4496,Kyushu
2023,January,Subaru,Convertible,2613,Tohoku
2013,July,Subaru,Hatchback,2393,Kanto
2023,June,Mazda,SUV,3077,Chugoku
2014,April,Honda,Convertible,1654,Chubu
2010,February,Nissan,SUV,3051,Hokkaido
2021,September,Nissan,Convertible,3097,Chubu
2021,April,Honda,Hatchback,1219,Shikoku
2010,November,Subaru,SUV,2224,Kyushu
2018,October,Mazda,SUV,4592,Chugoku
2023,September,Honda,SUV,1897,Tohoku
2019,January,Toyota,Truck,2732,Kyushu
2020,October,Subaru,Convertible,1968,Chugoku
2016,October,Honda,Convertible,4912,Hokkaido
2019,December,Honda,Convertible,2952,Kansai
2022,January,Mazda,Sedan,3587,Chubu
2012,January,Toyota,Truck,1062,Kyushu
2018,March,Toyota,Truck,1053,Kanto
2022,October,Nissan,Convertible,1282,Shikoku
2020,September,Nissan,Hatchback,3668,Chugoku
2010,November,Honda,Convertible,1929,Chubu
2011,July,Mazda,Hatchback,1883,Shikoku
2018,November,Subaru,Convertible,2224,Chubu
2018,February,Toyota,Hatchback,3114,Kyushu
2020,November,Subaru,Convertible,3277,Shikoku
2020,March,Subaru,SUV,1921,Shikoku
2016,July,Honda,Hatchback,2281,Chugoku
2020,May,Nissan,SUV,4616,Chubu
2020,September,Nissan,SUV,1570,Tohoku
2010,September,Subaru,SUV,4456,Tohoku
2019,October,Nissan,Convertible,2911,Chubu
2012,November,Honda,Sedan,3752,Hokkaido
2022,April,Nissan,Hatchback,2720,Tohoku
2021,July,Nissan,Truck,1060,Chubu
2011,March,Honda,Convertible,3193,Kanto
2019,January,Nissan,Hatchback,1646,Chubu
2014,July,Toyota,Sedan,2392,Kansai
2021,March,Subaru,Hatchback,3397,Hokkaido
2018,December,Toyota,Sedan,2787,Chubu
2015,March,Subaru,Truck,1882,Tohoku
2021,April,Nissan,Hatchback,2375,Chubu
2015,January,Honda,Hatchback,1284,Chugoku
2023,November,Subaru,SUV,1410,Kyushu
2011,July,Subaru,Convertible,4463,Chugoku
2017,July,Toyota,Truck,1376,Hokkaido
2014,May,Honda,Convertible,1178,Kansai
2012,July,Mazda,Convertible,4037,Chubu
2013,July,Nissan,Hatchback,2550,Tohoku
2013,February,Honda,Sedan,1699,Kansai
2010,November,Nissan,SUV,1753,Chubu
2015,November,Mazda,Sedan,4235,Kyushu
2016,August,Subaru,Convertible,4651,Chubu
2012,March,Mazda,Convertible,4391,Chubu
2024,March,Honda,Sedan,4934,Shikoku
2019,November,Honda,Hatchback,4135,Chugoku
2024,December,Mazda,SUV,2943,Shikoku
2018,November,Mazda,SUV,4252,Kanto
2024,December,Honda,SUV,3476,Chugoku
2014,January,Mazda,Hatchback,1716,Chubu
2013,November,Toyota,Hatchback,1936,Chubu
2022,January,Subaru,Sedan,3131,Kansai
2012,October,Honda,Hatchback,4811,Tohoku
2017,February,Mazda,Truck,4994,Hokkaido
2019,January,Toyota,Convertible,2396,Chugoku
2023,August,Mazda,Convertible,1014,Shikoku
2015,June,Subaru,Convertible,3827,Kansai
2013,July,Mazda,Sedan,1087,Kyushu
2024,February,Nissan,Convertible,3818,Tohoku
2011,July,Subaru,SUV,4938,Kansai
2014,October,Honda,SUV,1966,Chubu
2012,January,Subaru,Truck,2712,Shikoku
2013,May,Toyota,SUV,4896,Tohoku
2010,September,Nissan,Truck,1660,Hokkaido
2020,February,Subaru,Hatchback,2903,Kyushu
2024,May,Mazda,SUV,1713,Chugoku
2020,September,Nissan,SUV,4615,Chubu
2013,May,Mazda,Convertible,4480,Tohoku
2024,March,Subaru,Truck,2260,Kanto
2012,July,Nissan,Truck,3712,Kansai
2023,September,Mazda,Hatchback,1939,Chugoku
2013,February,Honda,SUV,4630,Kansai
2010,April,Mazda,Sedan,2966,Kyushu
2015,June,Mazda,Hatchback,1638,Shikoku
2016,April,Toyota,SUV,1435,Kansai
2021,January,Mazda,Hatchback,1498,Tohoku
2021,October,Subaru,Sedan,4454,Kansai
2023,June,Honda,Sedan,1840,Chugoku
2020,August,Toyota,Truck,1530,Tohoku
2024,October,Toyota,Convertible,1611,Chubu
2015,August,Honda,Sedan,1320,Chugoku
2020,June,Mazda,Truck,1172,Kyushu
2021,October,Honda,Hatchback,2928,Chubu
2012,October,Toyota,Hatchback,1949,Kansai
2013,September,Honda,Hatchback,4499,Kanto
2020,October,Mazda,Convertible,1211,Hokkaido
2016,June,Honda,Convertible,4043,Kansai
2022,May,Honda,SUV,3525,Hokkaido
2022,January,Toyota,SUV,4008,Chubu
2013,March,Nissan,Hatchback,3205,Kanto
2013,May,Nissan,Truck,3729,Chubu
2020,November,Subaru,Truck,1517,Kanto
2016,April,Toyota,Sedan,4106,Kansai
2021,November,Nissan,Convertible,2804,Hokkaido
2011,December,Mazda,Hatchback,2316,Kanto
2017,September,Nissan,Sedan,1491,Kanto
2015,October,Subaru,SUV,1067,Shikoku
2023,July,Subaru,Truck,2259,Shikoku
2016,March,Toyota,Hatchback,1789,Kyushu
2020,January,Honda,SUV,3504,Chugoku
2014,July,Toyota,Hatchback,4053,Kansai
2010,March,Toyota,Truck,2996,Kyushu
2020,February,Subaru,Truck,3308,Chubu
2022,October,Honda,Sedan,4814,Kansai
2010,February,Mazda,Hatchback,1731,Tohoku
2016,May,Mazda,Sedan,4455,Kanto
2010,November,Honda,Hatchback,2564,Kanto
2021,January,Subaru,SUV,2035,Kanto
2016,July,Nissan,Convertible,4492,Kanto
2013,April,Nissan,Truck,2976,Shikoku
2013,April,Toyota,Convertible,4696,Chugoku
2010,May,Subaru,Convertible,2474,Hokkaido
2014,November,Toyota,Sedan,2792,Kansai
2024,April,Nissan,Truck,1382,Kanto
2022,March,Toyota,Hatchback,1299,Chubu
2021,July,Nissan,Convertible,2109,Chubu
2011,July,Mazda,Sedan,4107,Shikoku
2024,August,Nissan,SUV,2527,Chugoku
2010,October,Mazda,Hatchback,1845,Chubu
2016,March,Mazda,Truck,2816,Hokkaido
2016,August,Subaru,Hatchback,2730,Shikoku
2022,July,Mazda,Sedan,4643,Kansai
2012,May,Toyota,Sedan,1392,Chugoku
2019,December,Honda,Truck,4023,Tohoku
2019,September,Mazda,Hatchback,1221,Kyushu
2010,September,Honda,Convertible,3006,Shikoku
2020,March,Nissan,Convertible,1529,Shikoku
2010,April,Nissan,SUV,4924,Tohoku
2019,August,Honda,Hatchback,1373,Kyushu
2016,July,Toyota,Hatchback,1928,Kansai
2014,October,Honda,Sedan,3228,Shikoku
2012,November,Honda,SUV,1233,Kanto
2011,September,Mazda,Hatchback,1308,Shikoku
2023,August,Toyota,Hatchback,4433,Shikoku
2013,April,Subaru,SUV,1923,Kyushu
2019,March,Honda,Truck,1821,Shikoku
2015,September,Subaru,Truck,4709,Kansai
2012,December,Mazda,Truck,2122,Chubu
2018,October,Subaru,SUV,2598,Kanto
2014,March,Mazda,SUV,2903,Kansai
2013,May,Honda,SUV,2451,Kyushu
2012,March,Honda,Sedan,4126,Tohoku
2022,October,Toyota,SUV,1435,Shikoku
2020,October,Nissan,SUV,1967,Chugoku
2010,April,Honda,Sedan,3037,Tohoku
2020,June,Toyota,Convertible,3844,Kanto
2013,February,Toyota,Truck,2070,Chubu
2012,April,Honda,Hatchback,3873,Chubu
2024,August,Toyota,Sedan,3963,Tohoku
2020,November,Nissan,Sedan,4099,Kyushu
2024,May,Nissan,SUV,2868,Kyushu
2016,August,Toyota,Hatchback,4135,Kanto
2011,June,Toyota,SUV,2661,Chugoku
2015,May,Toyota,Truck,1181,Chubu
2023,April,Nissan,Convertible,3376,Kanto
2018,June,Nissan,Sedan,3772,Kyushu
2016,September,Mazda,Convertible,3022,Kanto
2011,April,Mazda,Sedan,2476,Hokkaido
2014,March,Toyota,SUV,3641,Chugoku
2024,October,Nissan,Hatchback,2637,Chubu
2024,June,Mazda,Hatchback,3973,Kanto
2020,November,Toyota,SUV,4997,Kanto
2016,April,Subaru,Convertible,4078,Tohoku
2013,March,Nissan,Sedan,4129,Shikoku
2010,November,Nissan,Sedan,4478,Kyushu
2023,May,Mazda,Convertible,3626,Chubu
2010,June,Nissan,Sedan,3409,Kanto
2024,September,Subaru,Sedan,2161,Kansai
2024,March,Honda,Convertible,2659,Chubu
2018,April,Toyota,SUV,3686,Shikoku
2010,January,Subaru,Hatchback,3385,Kansai
2022,September,Subaru,Truck,3741,Shikoku
2024,June,Toyota,SUV,1572,Shikoku
2019,February,Nissan,Hatchback,3007,Chugoku
2018,March,Toyota,Truck,2330,Tohoku
2014,October,Toyota,SUV,1179,Kansai
2018,August,Toyota,Convertible,1337,Kanto
2024,July,Nissan,Hatchback,2464,Hokkaido
2024,July,Nissan,Convertible,3281,Kansai
2011,October,Mazda,Convertible,3402,Hokkaido
2020,March,Toyota,Truck,2876,Hokkaido
2020,March,Nissan,Truck,4515,Kyushu
2019,May,Nissan,SUV,2442,Chubu
2024,January,Honda,SUV,1052,Tohoku
2019,February,Toyota,Convertible,1395,Chubu
2022,September,Subaru,Sedan,2833,Kanto
2011,June,Toyota,Sedan,3791,Chubu
2017,April,Toyota,Convertible,4995,Kanto
2020,December,Nissan,Sedan,2874,Tohoku
2011,July,Mazda,Convertible,4536,Kansai
2024,October,Nissan,Hatchback,3389,Tohoku
2010,February,Honda,Convertible,3357,Tohoku
2020,June,Toyota,Truck,2997,Chubu
2021,February,Honda,Hatchback,4799,Kyushu
2016,July,Honda,Hatchback,4109,Tohoku
2023,December,Toyota,Hatchback,4810,Shikoku
2015,September,Subaru,Sedan,3791,Shikoku
2011,March,Mazda,Convertible,4254,Hokkaido
2016,June,Mazda,Hatchback,4777,Hokkaido
2023,July,Subaru,Truck,2931,Kyushu
2016,January,Mazda,Hatchback,1893,Kyushu
2012,April,Subaru,SUV,1438,Tohoku
2022,February,Honda,Convertible,1935,Shikoku
2013,September,Mazda,Sedan,1630,Chugoku
2023,October,Honda,Sedan,3618,Chugoku
2020,September,Mazda,Hatchback,4100,Shikoku
2019,August,Mazda,Sedan,4992,Tohoku
2019,July,Subaru,Convertible,4903,Kansai
2010,April,Toyota,Sedan,1720,Tohoku
2021,May,Nissan,SUV,1239,Shikoku
2015,May,Honda,SUV,4736,Shikoku
2010,May,Toyota,Truck,2391,Kyushu
2011,January,Nissan,SUV,1041,Kanto
2022,September,Nissan,Hatchback,3171,Chubu
2016,May,Subaru,Hatchback,3691,Kyushu
2022,April,Nissan,Hatchback,3862,Kansai
2017,December,Nissan,Convertible,2449,Kanto
2014,April,Nissan,Sedan,2376,Chugoku
2014,January,Nissan,Truck,2721,Chugoku
2016,October,Mazda,Sedan,1790,Hokkaido
2015,July,Nissan,SUV,4682,Shikoku
2018,February,Toyota,Convertible,4344,Kyushu
2012,December,Nissan,Truck,3359,Kansai
2024,June,Honda,SUV,1445,Hokkaido
2010,December,Nissan,Sedan,2357,Hokkaido
2010,April,Toyota,Hatchback,2039,Chugoku
2018,August,Mazda,SUV,4351,Shikoku
2011,November,Mazda,SUV,3718,Shikoku
2014,October,Mazda,Sedan,1428,Kansai
2020,August,Mazda,Sedan,4425,Tohoku
2015,March,Nissan,SUV,1922,Kyushu
2013,January,Honda,Truck,4061,Tohoku
2013,April,Mazda,Sedan,4905,Tohoku
2012,December,Mazda,SUV,1556,Hokkaido
2017,July,Nissan,Hatchback,1654,Tohoku
2023,May,Nissan,Truck,1721,Kansai
2018,March,Honda,SUV,2616,Kanto
2017,January,Nissan,SUV,1861,Shikoku
2024,December,Honda,Sedan,4826,Tohoku
2024,December,Honda,SUV,2215,Tohoku
2010,January,Honda,Convertible,3871,Kansai
2013,March,Mazda,Convertible,4482,Tohoku
2015,July,Toyota,Hatchback,1110,Hokkaido
2023,September,Mazda,Hatchback,3576,Chugoku
2019,December,Subaru,Convertible,1333,Shikoku
2018,August,Subaru,Truck,1186,Kansai
2011,October,Honda,Truck,2675,Kyushu
2023,February,Honda,Hatchback,1724,Shikoku
2014,April,Subaru,Sedan,3003,Kansai
2020,November,Subaru,Convertible,2845,Shikoku
2019,July,Toyota,Truck,1088,Chugoku
2012,June,Mazda,SUV,4586,Kyushu
2021,June,Subaru,Truck,3010,Hokkaido
2011,July,Subaru,SUV,1500,Chugoku
2015,October,Nissan,Truck,2224,Kyushu
2018,January,Mazda,Truck,3315,Tohoku
2020,October,Nissan,Hatchback,4672,Kyushu
2012,June,Subaru,SUV,1853,Shikoku
2015,February,Mazda,Hatchback,1639,Shikoku
2012,June,Honda,SUV,2602,Chubu
2021,June,Honda,SUV,2765,Shikoku
2022,August,Mazda,Hatchback,1573,Tohoku
2012,December,Subaru,Convertible,2125,Kansai
2010,March,Toyota,SUV,4395,Kansai
2015,November,Nissan,Convertible,3316,Chugoku
2020,December,Mazda,Truck,3327,Kyushu
2017,September,Subaru,Hatchback,3206,Chubu
2015,December,Honda,Hatchback,1050,Kyushu
2015,January,Mazda,Convertible,2344,Chugoku
2022,September,Mazda,Hatchback,3526,Kyushu
2014,February,Mazda,Convertible,2979,Chubu
2019,September,Mazda,Convertible,2338,Chubu
2010,January,Subaru,SUV,3834,Hokkaido
2011,August,Mazda,Convertible,4356,Tohoku
2020,March,Nissan,SUV,1064,Tohoku
2019,February,Mazda,Hatchback,3418,Kyushu
2021,June,Honda,Convertible,1798,Chugoku
2011,May,Honda,Convertible,2512,Hokkaido
2022,August,Mazda,Truck,2871,Chubu
2017,October,Mazda,Truck,3142,Shikoku
2017,June,Toyota,SUV,2649,Shikoku
2018,June,Toyota,Convertible,2423,Tohoku
2014,April,Honda,Hatchback,2595,Hokkaido
2010,September,Toyota,Convertible,4178,Kyushu
2020,July,Mazda,Truck,1607,Kansai
2018,December,Subaru,Truck,3518,Hokkaido
2024,August,Subaru,Hatchback,2771,Chugoku
2019,March,Subaru,Sedan,3919,Chugoku
2014,October,Toyota,SUV,4153,Hokkaido
2019,July,Toyota,SUV,4783,Kanto
2013,February,Nissan,Sedan,4406,Kyushu
2019,October,Honda,Truck,3777,Kansai
2019,July,Nissan,Sedan,2844,Kanto
2021,August,Toyota,SUV,3120,Tohoku
2013,August,Subaru,Hatchback,4093,Tohoku
2019,May,Mazda,Convertible,3955,Kanto
2015,June,Nissan,SUV,3828,Kanto
2012,April,Nissan,Hatchback,1356,Tohoku
2017,January,Subaru,Convertible,4540,Chubu
2019,June,Nissan,SUV,2177,Tohoku
2015,October,Mazda,Sedan,3620,Kanto
2013,January,Subaru,Sedan,3755,Shikoku
2019,July,Nissan,SUV,4296,Chubu
2014,May,Mazda,Hatchback,4753,Kansai
2021,November,Honda,Sedan,2854,Kansai
2020,April,Mazda,Truck,4705,Chubu
2022,January,Toyota,Truck,1022,Hokkaido
2022,May,Honda,Truck,4475,Chugoku
2018,September,Toyota,Convertible,2977,Hokkaido
2017,March,Honda,Convertible,1963,Kanto
2021,April,Honda,SUV,4955,Hokkaido
2013,June,Subaru,Convertible,4367,Kyushu
2024,December,Mazda,Hatchback,4331,Chubu
2014,September,Subaru,SUV,3684,Tohoku
2018,November,Subaru,Convertible,1355,Hokkaido
2019,July,Mazda,Truck,1127,Kanto
2018,November,Mazda,Truck,1388,Tohoku
2023,January,Nissan,SUV,2887,Hokkaido
